respondent_id,UGorGRAD,class_level,first_choice,gender,I01_importance,I01_satisfaction,I02_importance,I02_satisfaction,I03_importance,I03_satisfaction,I04_importance,I04_satisfaction,I05_importance,I05_satisfaction,I06_importance,I06_satisfaction,I07_importance,I07_satisfaction,I08_importance,I08_satisfaction,I09_importance,I09_satisfaction,I10_importance,I10_satisfaction,I11_importance,I11_satisfaction,I12_importance,I12_satisfaction
S854451,UG,Freshman,Yes,Female,6.27,5.85,4.71,4.51,5.85,5.16,6.04,6.53,6.65,5.6,4.95,4.42,5.84,4.15,5.56,5.61,4.98,4.0,6.27,5.86,6.09,5.92,6.19,5.82
S314819,UG,Junior,Yes,Male,6.01,4.88,5.12,4.68,4.45,4.55,6.68,5.61,5.36,3.41,5.37,4.98,5.2,4.12,6.7,5.35,5.46,4.73,5.82,5.13,6.13,5.5,4.56,3.46
S437281,GRAD,Doctoral,Yes,Male,6.14,5.73,5.63,4.26,6.03,5.22,5.57,4.9,5.22,4.74,4.86,3.64,5.83,5.02,5.29,4.77,5.48,5.0,6.7,7.0,5.75,5.0,5.2,4.32
S439699,GRAD,Masters,Yes,Female,6.01,5.43,5.76,4.82,5.37,5.06,5.74,4.93,5.72,5.83,6.95,6.12,5.49,5.38,5.33,4.13,4.63,3.55,5.59,5.54,6.23,4.96,4.82,4.21
S620839,GRAD,Masters,Yes,Male,5.32,4.7,5.02,4.88,6.85,5.81,5.82,5.57,5.96,5.16,5.69,4.96,5.89,5.01,6.61,6.25,5.11,5.0,6.07,5.79,7.0,6.41,5.42,4.69
S238318,UG,Junior,Yes,Female,5.96,6.22,7.0,7.0,5.24,4.53,7.0,6.49,5.46,4.1,5.67,4.56,6.05,5.71,5.43,4.6,5.24,4.92,6.18,4.88,6.73,5.56,5.97,5.57
S981589,UG,Junior,Yes,Male,6.18,5.49,6.61,6.07,4.69,3.79,4.44,3.95,6.02,5.27,6.05,5.49,6.43,5.09,6.66,5.86,6.56,6.36,5.64,5.35,5.39,4.34,5.55,5.27
S288330,GRAD,Masters,No,Male,6.15,5.7,6.06,5.37,5.42,5.1,6.11,4.8,5.88,5.54,6.28,5.86,5.69,5.37,6.24,5.46,5.81,4.97,6.17,5.28,4.83,3.97,5.35,4.17
S434735,UG,Sophomore,Yes,Male,6.41,5.96,5.74,4.8,4.51,4.11,5.63,5.12,5.1,3.92,6.27,5.87,6.68,6.04,5.61,5.12,6.1,5.94,5.34,4.53,5.46,5.3,6.48,5.89
S814317,GRAD,Masters,Yes,Female,6.12,4.8,5.57,5.24,6.15,5.78,6.04,4.4,6.01,5.08,6.34,5.74,6.24,5.92,4.61,3.82,4.8,4.54,5.45,4.2,5.13,5.25,4.32,3.76
S312966,GRAD,Doctoral,Yes,Female,5.91,5.94,5.13,4.27,4.46,3.43,5.31,4.49,6.22,6.13,5.32,5.25,5.28,5.17,5.69,5.55,6.42,6.17,4.91,3.68,5.97,5.32,6.44,5.7
S439968,GRAD,Masters,No,Female,6.34,5.14,5.75,3.98,5.72,4.08,5.67,5.51,5.8,4.81,5.52,4.97,7.0,5.83,5.76,5.57,6.48,5.81,5.84,5.07,4.99,4.46,5.37,4.44
S534801,UG,Junior,Yes,Female,5.68,5.12,5.85,4.75,4.45,4.16,6.13,5.49,6.39,5.19,6.16,5.72,5.9,4.93,6.4,5.08,4.5,4.54,5.9,5.43,5.66,4.5,5.65,5.67
S831209,UG,Sophomore,Yes,Female,5.17,4.61,4.95,4.28,5.51,4.27,7.0,6.63,4.97,3.68,5.38,3.62,5.2,3.89,6.65,5.59,5.28,4.53,6.41,6.04,6.2,5.13,5.38,4.04
S643985,GRAD,Doctoral,Yes,Male,5.6,4.61,5.9,5.39,6.69,7.0,6.18,6.68,5.98,5.41,5.7,6.48,6.69,6.98,5.29,4.66,6.0,4.77,6.17,5.7,5.64,5.13,6.63,5.97
S061884,UG,Sophomore,Yes,Female,5.25,4.38,5.61,5.09,5.92,5.81,5.19,3.69,5.0,4.48,5.94,5.33,6.95,5.71,6.18,4.65,6.09,5.32,5.53,5.05,5.13,5.01,4.96,4.36
S143170,UG,Freshman,Yes,Female,5.29,4.31,4.56,3.26,5.18,4.96,5.45,4.39,5.03,3.72,6.17,4.61,5.68,3.73,6.16,5.59,5.29,3.82,4.99,4.02,6.4,5.45,5.71,4.79
S323795,UG,Sophomore,Yes,Male,5.61,4.43,5.18,4.8,5.68,5.66,5.43,4.46,5.32,5.23,4.63,3.87,5.4,4.92,6.34,4.98,5.52,4.15,5.96,5.05,4.57,4.38,6.02,5.2
S053380,GRAD,Masters,Yes,Female,5.22,4.79,5.45,4.83,5.71,5.9,4.62,3.94,5.13,4.32,6.13,5.15,5.6,4.05,6.0,5.31,5.34,4.35,6.37,5.47,5.5,5.28,4.73,3.75
S591243,UG,Junior,Yes,Male,5.52,5.12,6.83,6.11,5.98,5.08,5.5,5.49,5.37,5.36,5.56,4.81,6.13,5.56,4.53,4.35,5.77,5.03,6.15,4.82,5.68,5.46,5.15,4.18
S605550,UG,Senior,Yes,Female,4.56,4.41,6.03,5.58,4.88,4.29,6.14,5.68,5.57,4.34,6.12,5.76,6.47,6.45,5.61,3.98,6.42,5.71,6.35,4.72,5.71,5.08,5.61,4.55
S606071,UG,Junior,No,Female,5.83,5.34,4.9,4.68,6.06,4.97,4.94,3.61,6.2,5.43,6.17,6.39,6.04,5.3,5.01,3.61,5.24,3.96,5.57,4.61,5.81,4.32,5.17,3.59
S905017,UG,Junior,No,Female,5.7,3.33,5.99,4.93,4.08,2.83,6.33,5.95,5.51,3.97,6.66,5.66,5.76,4.34,5.58,4.74,6.3,5.6,5.42,3.97,6.07,5.17,5.21,3.87
S497258,GRAD,Doctoral,No,Female,5.21,3.79,4.77,4.0,5.32,4.39,5.99,6.46,4.75,3.7,6.51,6.1,6.6,6.22,6.29,5.12,5.23,5.37,5.26,4.63,5.68,5.1,5.49,4.77
S257422,UG,Junior,No,Male,6.1,5.87,6.35,5.2,5.41,4.18,5.26,4.47,6.38,6.1,6.51,6.01,5.51,4.91,5.88,5.18,5.19,4.05,5.67,4.17,5.48,5.34,6.09,5.75
S388360,UG,Junior,Yes,Female,6.26,6.22,5.42,4.98,6.08,5.41,5.62,4.99,5.2,3.79,6.57,6.12,6.32,5.32,6.39,5.27,6.19,6.06,5.65,4.42,5.46,4.48,5.49,3.96
S547744,GRAD,Masters,Yes,Male,4.74,3.89,5.64,4.43,5.71,5.71,6.66,5.99,5.66,4.29,5.87,4.4,5.53,4.93,5.91,6.5,6.25,6.13,5.82,4.72,5.33,5.12,6.35,5.87
S451279,GRAD,Doctoral,Yes,Female,5.24,4.37,6.5,6.33,4.86,3.73,6.14,5.18,5.97,4.93,5.72,3.92,5.96,5.07,4.92,4.83,6.21,5.61,5.62,4.98,6.17,5.51,5.1,4.74
S121222,UG,Junior,Yes,Female,5.24,4.26,4.93,3.37,5.11,4.7,5.71,4.69,5.82,5.5,6.22,5.42,5.63,4.81,4.19,3.0,4.91,4.26,5.62,5.25,5.31,4.79,4.95,5.12
S067096,GRAD,Masters,No,Male,5.14,4.46,4.86,4.94,5.82,5.49,5.56,4.63,6.36,5.71,6.14,5.57,5.67,4.63,5.79,5.11,5.42,5.33,5.23,5.13,6.21,4.99,6.86,5.89
S692423,UG,Freshman,Yes,Female,6.2,5.56,5.35,4.43,5.65,5.04,5.75,4.45,5.99,5.21,5.51,5.4,5.47,4.99,5.57,4.77,6.19,5.41,6.26,5.58,5.71,5.09,5.31,4.53
S952088,UG,Sophomore,No,Male,5.58,4.52,6.32,5.19,5.35,4.91,5.39,5.25,5.18,4.64,5.94,4.81,6.51,5.49,5.11,4.89,5.72,4.34,5.75,4.08,5.39,4.52,4.91,4.77
S007702,GRAD,Masters,Yes,Male,5.54,4.9,4.79,4.59,5.41,5.02,4.44,3.58,7.0,5.55,5.68,4.19,5.26,5.12,4.68,3.16,5.06,5.02,5.6,5.15,6.07,5.23,4.65,3.83
S342998,GRAD,Masters,No,Male,4.5,4.81,4.0,2.99,6.12,5.15,6.93,5.81,5.82,4.94,5.19,4.51,5.26,3.81,5.26,3.86,5.97,4.54,5.25,4.06,5.26,3.41,6.35,5.79
S437565,GRAD,Doctoral,Yes,Male,6.08,5.6,5.43,4.19,5.39,4.62,5.79,5.81,5.61,6.36,6.47,7.0,6.97,6.69,5.58,5.08,5.27,5.45,4.9,3.88,6.08,5.04,5.5,3.55
S474924,GRAD,Doctoral,Yes,Female,4.96,4.78,6.03,6.54,5.65,5.5,5.94,6.09,6.28,5.51,5.73,4.8,6.29,5.12,6.1,5.7,6.78,5.12,6.48,6.03,5.83,5.27,5.55,5.23
S309933,UG,Junior,Yes,Female,5.74,4.95,6.42,5.47,7.0,6.54,5.67,5.34,5.85,5.32,6.93,5.74,4.27,3.69,5.81,4.6,6.63,6.13,6.03,4.67,5.34,4.64,5.6,5.12
S267306,UG,Senior,Yes,Female,5.87,3.67,5.42,5.97,4.85,3.61,5.26,4.89,5.94,5.28,4.72,4.82,5.36,4.56,6.66,4.97,6.06,5.29,4.73,5.48,6.02,5.58,6.31,6.05
S796050,GRAD,Doctoral,Yes,Male,6.52,5.73,5.45,5.34,4.59,3.74,5.59,4.61,7.0,6.58,5.37,4.68,4.61,4.26,5.08,4.0,6.52,6.86,6.16,6.17,6.03,5.9,5.59,4.35
S699334,UG,Junior,Yes,Nonbinary/Other,4.91,4.37,6.39,4.88,6.17,4.43,4.74,4.35,5.53,4.43,5.72,4.79,5.13,4.94,6.23,4.44,5.74,5.07,6.25,6.01,6.39,5.97,7.0,6.49
S844549,GRAD,Masters,No,Female,3.89,2.63,4.58,4.07,5.29,3.9,7.0,6.63,5.51,4.15,6.38,5.62,3.82,3.89,5.73,5.39,6.16,5.25,5.77,5.38,6.28,5.87,5.78,5.34
S588652,GRAD,Doctoral,Yes,Male,5.81,4.97,5.47,5.45,5.51,4.34,4.96,4.67,5.77,5.03,5.94,5.74,5.62,5.55,6.12,5.93,6.59,6.03,6.66,5.89,5.99,5.07,6.34,5.38
S475611,GRAD,Masters,Yes,Female,6.78,5.97,5.81,5.31,5.23,5.33,5.08,3.92,6.34,5.91,5.89,4.78,5.01,4.58,5.44,5.43,5.85,5.53,5.83,5.09,5.02,4.96,6.18,6.27
S918022,UG,Junior,Yes,Male,6.44,5.44,5.97,4.24,5.54,4.46,5.44,4.73,4.8,4.12,5.02,4.53,5.74,4.93,6.34,5.42,5.55,5.32,4.85,3.95,7.0,5.63,5.68,4.67
S559749,UG,Freshman,No,Female,5.83,3.9,5.39,5.41,6.66,5.79,6.47,5.66,4.52,3.61,5.01,4.85,4.72,3.32,5.88,4.89,4.68,3.21,5.92,4.72,4.86,3.58,5.35,3.56
S795289,UG,Freshman,Yes,Nonbinary/Other,5.41,5.27,5.72,5.55,6.18,5.76,5.71,5.06,5.35,5.05,5.89,6.22,5.75,5.27,5.29,4.67,5.65,4.93,5.85,5.62,6.27,5.56,5.9,4.92
S027791,UG,Junior,Yes,Male,6.18,5.25,4.21,2.76,6.22,5.43,4.96,3.61,4.72,3.73,4.88,3.55,5.45,5.19,5.69,4.59,6.19,4.72,5.34,5.25,5.96,5.26,6.01,4.99
S005088,UG,Sophomore,Yes,Female,5.12,4.88,5.31,3.68,4.85,3.68,6.45,6.13,5.45,4.52,5.38,4.37,6.6,6.62,5.56,4.24,6.27,5.83,6.04,5.15,5.0,4.57,5.36,4.22
S978525,UG,Sophomore,Yes,Female,5.99,5.01,5.97,5.32,5.01,4.06,6.14,4.78,6.0,4.53,6.0,5.26,6.55,5.61,5.99,6.06,6.0,5.52,4.7,4.31,5.63,4.79,5.8,4.24
S010014,UG,Sophomore,No,Female,6.0,5.56,5.11,4.83,4.0,3.54,6.02,5.02,5.17,3.64,5.11,4.43,6.17,4.58,4.99,4.39,5.38,4.07,6.29,6.18,5.65,4.21,6.44,4.94
S553544,UG,Senior,Yes,Female,6.34,5.84,5.74,3.99,5.21,4.14,6.13,5.51,4.84,4.49,6.66,6.23,5.5,4.17,5.68,4.57,4.51,4.63,5.17,3.99,6.48,6.13,6.94,6.02
S518302,UG,Freshman,Yes,Female,7.0,6.45,5.97,4.47,6.27,5.89,7.0,5.05,5.74,4.63,6.43,6.27,6.89,5.84,5.94,5.47,5.4,5.31,5.11,3.71,5.27,5.34,6.21,5.06
S826665,UG,Freshman,No,Male,5.94,4.55,5.49,4.25,6.01,5.0,7.0,6.63,6.22,5.79,4.76,4.07,4.77,3.55,5.72,5.22,5.52,4.07,5.63,3.95,5.54,4.29,6.82,6.36
S815375,UG,Freshman,Yes,Male,5.39,4.24,5.8,5.51,5.57,5.02,5.29,4.76,4.68,3.64,5.14,5.5,4.86,3.31,6.51,5.3,5.51,5.4,5.96,5.17,4.3,3.44,5.32,4.23
S458933,GRAD,Masters,Yes,Male,5.68,5.71,5.12,4.55,5.69,5.2,6.67,6.69,6.19,5.85,4.33,4.1,5.65,4.88,6.16,6.21,6.07,6.38,5.8,4.89,6.74,6.7,6.12,6.02
S137433,UG,Freshman,Yes,Female,4.64,3.91,5.58,4.96,5.29,4.2,5.93,4.75,6.19,6.0,5.23,4.69,7.0,5.98,5.7,5.15,6.89,5.26,5.25,3.87,5.06,4.72,6.5,5.99
S100795,UG,Senior,No,Male,5.28,4.74,6.07,5.0,5.82,5.44,6.0,4.25,6.27,5.23,6.16,4.95,5.58,4.84,5.83,4.77,5.77,5.57,5.4,4.82,5.9,5.43,5.16,5.8
S926442,UG,Sophomore,Yes,Male,5.45,5.38,5.79,4.37,6.16,4.49,4.68,3.15,6.43,7.0,5.45,4.77,5.59,5.57,5.88,5.46,5.57,4.78,5.02,3.76,5.64,5.3,5.41,4.51
S519298,GRAD,Masters,No,Female,5.39,4.69,5.35,4.11,4.73,4.84,5.6,4.19,7.0,7.0,5.98,4.78,4.83,4.38,5.94,4.75,5.54,4.71,5.57,4.63,5.64,5.0,6.74,6.26
S736584,UG,Freshman,Yes,Male,5.79,5.25,5.83,5.67,5.88,5.48,5.21,4.61,5.49,4.88,4.79,3.41,6.27,5.57,4.6,4.19,5.77,6.48,6.35,5.19,6.19,5.62,5.11,3.86
S809018,UG,Freshman,Yes,Male,5.21,3.29,6.13,4.74,6.26,5.37,6.2,5.68,5.77,5.02,6.18,4.95,6.27,5.54,5.52,4.11,5.2,4.64,5.7,4.9,6.7,6.33,4.9,4.0
S433754,UG,Sophomore,Yes,Female,6.37,5.46,4.47,3.61,5.45,4.46,6.34,6.48,5.45,4.93,5.37,4.43,6.17,4.51,4.81,4.17,5.77,4.85,6.22,4.87,5.85,5.53,6.62,5.35
S176590,UG,Junior,No,Female,5.7,5.49,6.4,5.15,6.12,5.27,4.46,2.54,5.7,5.59,5.71,4.8,5.32,4.38,6.47,5.23,5.97,4.89,6.57,5.56,6.09,5.31,6.42,6.06
S111135,UG,Senior,Yes,Female,5.69,5.28,5.5,4.06,7.0,6.33,5.69,4.75,6.62,6.33,5.64,5.43,5.28,3.99,5.66,4.59,5.83,4.67,5.35,5.39,5.9,5.11,5.96,4.74
S726945,UG,Junior,No,Female,5.5,4.09,5.96,5.61,5.64,4.53,6.37,5.72,4.89,3.8,4.94,3.67,4.92,4.24,5.58,5.0,5.97,5.27,5.59,3.96,6.31,5.57,5.67,3.72
S820764,UG,Sophomore,No,Male,5.79,3.85,6.42,5.54,5.94,5.15,5.59,4.02,5.18,3.99,5.01,3.27,5.75,5.01,6.24,6.36,5.96,4.7,7.0,6.57,5.42,3.94,5.44,4.15
S504916,GRAD,Doctoral,Yes,Male,6.2,6.39,4.88,4.54,5.26,3.96,6.14,6.02,6.53,5.93,6.28,5.51,5.05,5.12,5.95,5.17,4.64,4.38,6.57,5.34,6.35,5.49,5.87,4.87
S347354,GRAD,Masters,Yes,Male,5.18,5.52,5.27,5.46,5.81,4.79,5.91,5.11,6.31,5.13,5.94,4.38,4.99,4.76,5.02,4.39,6.08,6.19,4.7,4.14,6.37,6.56,6.65,5.96
S206872,UG,Senior,Yes,Female,5.31,3.67,5.53,4.65,5.98,4.84,5.9,5.29,5.48,4.58,6.33,6.39,5.45,4.48,5.66,4.68,5.3,5.25,5.93,4.64,6.35,5.39,5.84,5.41
S327987,UG,Senior,Yes,Female,5.52,4.62,5.23,3.27,5.82,5.6,5.54,4.52,6.21,5.89,5.89,5.77,5.41,4.7,5.5,4.91,5.04,5.07,5.7,4.43,5.3,4.3,7.0,5.92
S838757,GRAD,Masters,No,Male,4.89,4.53,6.74,6.86,5.09,4.33,4.97,4.2,5.9,5.24,5.79,4.56,5.38,4.11,4.65,4.07,5.04,3.73,6.2,5.18,5.6,5.02,5.16,5.11
S859237,UG,Senior,No,Male,5.21,4.04,5.19,4.3,5.82,5.07,5.03,4.85,6.6,6.4,4.66,3.63,5.98,4.99,5.29,3.38,5.96,5.82,5.25,4.1,5.84,5.69,5.69,5.0
S897897,UG,Junior,Yes,Female,5.41,6.03,5.37,4.35,6.58,6.38,6.13,5.39,5.74,5.1,5.54,4.18,5.75,5.22,5.59,5.63,5.57,4.73,5.2,4.28,4.88,4.17,5.48,5.66
S460176,UG,Sophomore,Yes,Female,6.22,5.52,5.82,5.06,5.97,5.09,5.71,4.49,6.32,5.06,5.68,4.99,5.53,3.75,5.63,4.56,4.69,4.12,5.29,5.6,6.66,5.96,5.05,4.7
S960609,UG,Freshman,No,Male,5.86,4.79,4.98,4.14,6.28,5.65,5.62,4.73,7.0,5.76,6.87,6.41,5.81,4.96,4.81,4.2,5.99,5.14,5.36,4.4,5.69,5.35,5.61,4.39
S170305,GRAD,Masters,Yes,Female,5.82,4.75,5.46,5.51,5.56,4.63,5.45,4.46,6.06,4.76,6.11,5.62,5.11,3.92,6.39,5.96,4.84,3.55,6.19,6.15,5.87,6.0,5.95,5.1
S573680,GRAD,Masters,No,Female,6.21,5.92,5.89,4.97,6.15,5.89,5.52,5.24,5.73,5.08,6.62,6.59,5.76,5.16,5.64,5.0,5.78,5.2,4.99,4.11,5.35,4.6,6.01,5.19
S511330,UG,Senior,Yes,Male,5.62,4.87,5.5,5.18,5.87,4.31,6.33,5.64,6.13,4.76,6.06,5.92,5.79,4.74,5.72,5.42,5.84,4.84,5.33,5.2,4.9,4.32,7.0,6.21
S567372,UG,Sophomore,No,Female,5.93,5.5,5.64,5.84,5.13,4.68,5.5,4.91,5.48,4.68,5.27,3.89,4.8,3.43,5.94,4.75,6.23,5.31,4.63,4.32,5.34,4.65,5.98,6.02
S073825,UG,Senior,Yes,Female,5.64,4.81,5.38,4.09,5.89,5.08,4.9,3.82,7.0,5.56,5.77,4.63,6.3,5.49,5.23,3.83,6.77,6.15,6.3,4.8,5.83,5.17,6.39,5.88
S433924,UG,Sophomore,Yes,Female,5.86,5.61,4.79,3.61,5.1,4.01,6.15,5.43,5.81,5.12,5.84,4.96,5.17,5.65,5.97,5.04,4.88,3.03,6.46,5.23,6.1,5.96,5.74,5.38
S875695,UG,Junior,Yes,Female,5.35,4.85,5.89,5.17,5.32,4.91,5.58,4.53,5.54,4.48,5.14,5.3,5.75,5.05,5.48,4.73,5.67,5.69,5.5,4.81,5.8,5.31,6.71,6.34
S423681,UG,Senior,Yes,Male,4.24,4.03,6.75,5.94,5.81,4.69,5.72,4.47,5.2,3.76,5.47,4.95,6.4,5.08,5.16,4.96,5.53,4.19,5.52,4.73,5.91,4.94,7.0,6.0
S989954,GRAD,Masters,Yes,Female,5.62,4.69,5.71,4.57,5.88,5.89,6.66,5.72,6.36,5.86,5.58,5.59,6.26,5.39,6.04,5.19,5.96,5.03,5.97,5.5,5.5,5.07,6.02,5.85
S239114,UG,Freshman,No,Female,6.55,5.22,5.84,4.82,4.99,3.36,5.69,4.65,6.22,5.21,6.66,5.18,5.72,4.6,6.6,4.62,5.83,5.17,6.58,5.4,6.0,5.93,5.1,4.51
S155765,UG,Sophomore,No,Male,6.26,5.47,6.12,4.76,6.33,5.43,5.87,5.47,5.4,3.86,4.45,3.84,5.48,5.44,6.13,5.43,5.49,3.77,5.95,5.38,6.59,5.93,5.37,5.51
S228877,GRAD,Doctoral,Yes,Male,6.28,5.66,4.94,4.49,6.04,5.74,4.99,4.39,6.05,5.51,6.42,6.37,6.27,6.03,6.25,5.84,5.44,5.76,5.28,4.18,6.12,6.06,5.87,5.42
S051719,GRAD,Masters,Yes,Male,6.44,6.57,6.72,5.47,5.28,4.83,5.57,5.23,4.79,4.86,5.14,4.52,6.1,5.3,5.39,5.07,5.03,4.69,4.73,4.26,6.19,5.45,5.97,5.92
S388186,UG,Freshman,Yes,Female,5.75,5.2,5.82,4.96,4.78,3.67,6.07,5.54,5.81,4.04,4.88,4.5,5.33,4.42,4.74,4.29,6.29,6.2,5.03,4.54,5.88,5.02,6.12,5.38
S130325,UG,Freshman,Yes,Female,5.82,5.14,6.68,5.88,5.61,5.21,4.77,4.25,5.97,5.51,6.41,4.97,5.22,3.92,6.59,7.0,5.98,5.07,5.74,5.03,4.8,4.93,5.98,5.75
S245991,UG,Sophomore,Yes,Nonbinary/Other,5.33,3.32,5.26,5.2,5.43,5.11,5.82,5.61,6.72,5.95,6.14,5.81,4.46,3.83,6.93,6.03,6.25,6.11,5.31,4.9,5.07,3.99,5.7,4.95
S360094,UG,Freshman,Yes,Male,5.51,5.37,6.79,5.95,5.77,5.18,5.76,6.04,5.24,3.96,6.45,6.45,5.79,4.89,6.63,6.35,5.51,4.6,5.82,4.95,5.97,5.83,5.32,4.69
S805260,UG,Sophomore,Yes,Female,6.07,4.64,6.17,5.88,5.48,5.37,5.72,5.36,4.93,4.54,6.18,6.56,5.65,4.94,5.5,5.6,5.31,4.7,5.37,4.94,5.69,4.21,5.94,4.4
S936841,GRAD,Masters,Yes,Female,6.42,5.32,6.03,5.75,4.5,2.99,6.32,5.63,5.16,5.07,6.94,6.35,6.38,6.28,5.01,4.03,5.05,4.69,5.07,4.23,5.96,5.39,6.81,5.96
S601249,UG,Junior,Yes,Female,5.62,4.78,5.84,5.55,5.47,5.05,5.9,5.87,4.9,4.07,6.04,5.62,5.92,6.34,5.06,4.9,5.92,5.02,4.99,3.69,6.71,6.63,6.31,6.53
S418365,UG,Senior,Yes,Male,5.43,3.85,5.55,5.38,5.52,4.4,6.59,5.88,6.5,6.7,5.61,5.62,6.5,5.59,4.69,4.16,5.08,4.51,6.64,6.3,6.14,6.01,6.02,5.95
S741776,UG,Senior,No,Male,5.7,4.61,6.42,4.46,6.08,5.08,5.1,3.25,6.63,5.87,5.91,4.41,5.28,4.29,5.64,4.0,6.81,6.45,6.23,5.4,6.46,5.38,6.32,5.39
S153060,UG,Sophomore,Yes,Female,6.06,5.17,5.78,4.42,5.28,5.07,5.78,4.57,5.89,5.07,6.45,5.41,6.38,5.99,6.66,6.67,4.92,2.81,6.74,5.81,5.76,5.25,5.48,5.24
S281762,GRAD,Masters,No,Female,4.83,4.06,4.52,2.76,6.71,5.91,5.75,4.13,6.43,5.77,5.23,4.45,5.38,5.39,5.62,5.58,5.86,5.31,6.02,5.44,5.22,4.46,5.4,6.08
S989362,GRAD,Masters,Yes,Male,4.32,3.11,5.03,5.04,4.55,3.56,5.06,4.26,5.78,5.95,5.31,4.03,6.17,5.25,5.88,5.15,6.64,7.0,5.44,4.61,5.67,4.26,5.25,3.98
S656318,UG,Sophomore,Yes,Male,5.37,4.12,5.59,4.85,6.49,5.88,6.27,4.99,5.64,4.15,5.51,4.48,4.82,4.26,6.53,5.25,6.06,5.78,6.49,5.52,5.22,4.87,5.62,4.56
S388177,UG,Sophomore,No,Female,4.97,4.38,5.89,5.63,5.57,4.07,7.0,6.46,5.5,4.55,4.44,3.95,5.84,4.66,5.46,5.34,5.81,5.54,5.68,4.24,6.63,5.7,5.45,4.29
S020744,UG,Junior,No,Male,5.4,5.15,5.67,5.11,6.22,4.8,5.69,5.11,5.51,3.9,5.78,5.4,4.51,2.68,6.92,5.82,5.12,3.81,5.83,5.24,6.17,4.56,6.42,5.83
S870760,UG,Senior,No,Male,5.61,4.81,6.43,5.99,5.75,4.39,6.0,6.47,4.77,4.0,4.57,3.26,5.54,5.71,6.9,5.7,4.87,3.81,5.67,5.25,6.01,4.98,5.41,4.3
S590931,UG,Junior,Yes,Female,5.43,5.13,4.53,3.21,6.38,5.91,5.75,4.46,5.86,5.6,5.73,4.83,5.96,5.61,5.62,5.95,6.16,5.26,3.93,3.39,6.44,6.54,5.22,4.87
S842235,UG,Freshman,Yes,Male,6.57,5.9,5.79,5.28,5.47,5.31,5.27,3.8,5.68,4.84,6.22,5.43,5.39,4.79,5.35,4.25,6.6,6.09,6.66,6.45,4.49,3.54,6.87,6.06
S960037,UG,Junior,No,Female,5.9,4.38,4.61,3.18,5.04,4.45,4.61,3.98,6.15,5.36,5.41,4.94,5.07,3.44,6.12,4.78,5.44,4.68,5.99,4.81,6.05,5.73,5.43,4.99
S294681,UG,Junior,Yes,Male,5.88,5.41,6.16,5.15,6.55,5.75,5.28,4.7,5.76,5.64,6.71,5.7,6.21,6.33,5.49,4.95,5.02,4.5,5.9,5.78,4.91,3.51,5.79,4.33
S523242,UG,Junior,Yes,Male,6.07,5.39,5.64,3.79,5.63,4.66,4.86,4.54,5.6,4.17,4.82,4.5,5.64,3.97,5.01,3.68,4.23,3.57,5.66,3.8,5.7,5.41,5.97,6.06
S677007,UG,Junior,Yes,Male,5.02,4.29,5.95,5.99,5.83,6.22,6.72,5.83,5.18,4.79,6.41,5.77,5.41,4.64,6.47,5.2,5.11,3.99,5.8,4.45,5.51,3.33,5.02,3.7
S127772,UG,Senior,Yes,Male,6.32,5.2,5.18,3.85,6.44,5.74,5.63,4.37,5.74,5.96,6.11,4.68,5.73,5.07,6.43,5.68,5.63,4.76,5.34,4.64,6.1,4.66,6.44,5.72
S760528,UG,Freshman,No,Female,5.65,5.88,6.47,4.99,5.08,4.1,5.49,5.46,6.14,4.58,4.67,4.1,7.0,6.2,5.79,5.12,6.66,5.51,6.07,4.74,5.84,5.34,6.08,5.43
S561818,UG,Senior,Yes,Male,6.1,5.71,6.33,6.11,6.06,5.5,6.23,5.33,5.01,4.57,7.0,7.0,6.39,5.91,4.94,4.73,6.1,5.15,4.92,5.03,6.51,5.8,6.64,5.85
S584732,GRAD,Doctoral,Yes,Male,5.06,4.35,6.05,4.95,5.35,4.1,5.03,4.57,5.75,5.46,5.66,5.59,6.4,5.27,4.96,4.38,5.88,4.84,5.81,3.95,5.34,4.36,5.29,4.33
S690230,UG,Junior,Yes,Female,4.77,3.47,5.62,4.75,5.62,4.71,5.24,4.48,5.84,6.02,5.17,3.98,5.96,5.8,5.76,4.78,5.46,4.62,6.04,5.63,6.13,5.03,5.76,4.38
S151974,UG,Sophomore,Yes,Male,6.19,5.74,6.05,5.46,5.74,4.39,5.74,4.81,5.27,3.7,4.86,4.03,5.8,4.93,5.4,4.86,5.35,4.47,5.58,4.94,5.8,4.88,5.72,4.87
S463610,UG,Sophomore,Yes,Male,5.93,6.16,5.28,4.99,4.8,4.21,6.32,5.71,5.35,5.29,5.57,4.93,4.26,3.75,5.5,5.89,6.54,5.25,5.92,6.15,4.72,3.39,5.86,5.6
S705652,UG,Senior,Yes,Female,5.16,4.15,6.21,5.87,5.23,4.06,6.0,5.35,5.84,5.11,5.62,5.18,5.29,4.97,6.31,4.98,5.82,5.45,5.11,4.16,5.15,4.51,4.83,4.1
S190932,UG,Senior,Yes,Male,5.18,4.8,6.69,4.96,6.51,4.99,5.85,5.26,5.02,3.86,5.76,4.82,5.41,3.42,6.14,5.34,4.44,4.17,5.12,4.97,5.61,5.09,5.77,4.16
S024848,UG,Junior,No,Male,6.38,6.07,6.34,5.44,6.23,4.68,5.75,4.36,5.91,4.8,5.52,5.05,4.58,3.47,6.53,5.82,5.3,4.99,5.84,4.89,6.37,5.64,4.84,3.27
