student_id,program_level,modality,college,age,credits_attempted,credits_completed,gpa_term,cum_gpa,satisfaction_overall,satisfaction_advising,satisfaction_online_services,satisfaction_facilities,nps_score,fin_aid_flag,pell_eligible,unmet_need,first_gen,retention_next_term
411,Undergraduate,Online,Business,22.0,13,13.0,3.38,3.2,3.0,3.0,3.6,2.5,3.0,0,0,3076.0,1,0
412,Graduate,Hybrid,Education,26.0,15,12.0,3.16,3.04,2.9,2.6,3.0,3.3,3.0,1,0,4045.0,0,0
413,Graduate,Hybrid,Education,20.0,8,7.0,3.64,3.66,3.1,3.0,3.4,2.7,3.0,0,0,6536.0,0,0
414,Undergraduate,Online,Engineering,23.0,11,11.0,3.17,3.32,3.6,3.3,3.2,3.3,5.0,0,0,4127.0,1,1
415,Undergraduate,Online,Health,23.0,12,11.0,3.04,3.09,2.9,2.8,4.0,3.5,3.0,0,1,2018.0,0,1
416,Undergraduate,On-campus,Business,16.0,12,10.0,2.58,2.56,2.9,2.5,2.8,3.8,7.0,0,1,3083.0,0,1
417,Undergraduate,Hybrid,Engineering,28.0,7,5.0,2.38,2.23,2.9,2.7,2.6,3.7,3.0,1,0,3969.0,0,0
418,Undergraduate,On-campus,Health,26.0,8,8.0,2.23,2.34,1.9,2.0,2.5,3.7,2.0,1,0,3331.0,1,0
419,Undergraduate,Online,Engineering,21.0,15,13.0,2.82,2.96,2.9,3.1,3.5,3.4,8.0,1,0,2551.0,0,0
420,Graduate,Online,Education,32.0,15,11.0,2.88,2.92,3.1,3.2,3.3,3.4,5.0,1,0,2104.0,0,0
421,Graduate,On-campus,Health,28.0,9,7.0,3.47,3.31,3.2,3.1,3.2,3.2,6.0,0,0,1467.0,1,0
422,Graduate,Online,Health,27.0,12,10.0,3.13,3.25,3.2,3.2,3.1,3.1,6.0,0,0,3678.0,0,1
423,Undergraduate,On-campus,Health,23.0,7,6.0,2.8,2.98,3.2,3.8,3.3,2.6,2.0,0,1,2919.0,1,0
424,Undergraduate,Online,Education,23.0,8,6.0,2.91,3.14,3.2,3.0,3.6,3.4,7.0,0,1,2868.0,0,0
425,Undergraduate,On-campus,Sciences,24.0,12,12.0,2.7,2.63,2.9,3.4,2.9,2.5,6.0,0,1,3922.0,1,0
426,Undergraduate,Online,Health,26.0,12,11.0,3.0,3.07,3.0,2.6,3.7,3.5,6.0,0,1,6126.0,0,0
427,Undergraduate,On-campus,Business,24.0,15,10.0,3.24,3.16,3.2,2.7,3.3,4.3,4.0,1,1,2030.0,0,1
428,Graduate,Online,Health,35.0,8,7.0,3.5,3.36,4.2,4.2,3.5,3.4,7.0,1,0,3397.0,0,1
429,Undergraduate,On-campus,Sciences,26.0,6,5.0,3.44,3.68,3.3,3.3,3.5,3.9,5.0,0,0,3909.0,0,0
430,Undergraduate,Online,Business,27.0,8,6.0,3.32,3.4,3.8,3.5,3.9,3.7,6.0,0,0,3908.0,0,0
431,Undergraduate,On-campus,Business,31.0,10,9.0,3.55,3.74,3.1,3.0,2.8,3.4,4.0,0,0,5711.0,0,0
432,Graduate,On-campus,Sciences,30.0,12,9.0,3.45,3.27,3.5,3.6,3.6,3.1,5.0,1,0,3061.0,0,1
433,Undergraduate,On-campus,Health,23.0,9,9.0,2.79,2.83,3.2,2.9,2.7,3.6,7.0,1,1,3168.0,0,1
434,Undergraduate,On-campus,Business,16.0,6,6.0,3.25,3.33,3.1,3.4,3.4,3.3,1.0,1,0,4360.0,0,0
435,Undergraduate,On-campus,Health,24.0,11,11.0,2.85,2.73,2.8,3.1,3.5,3.6,4.0,1,0,3044.0,0,0
436,Graduate,Hybrid,Engineering,32.0,7,5.0,3.48,3.7,2.6,3.0,3.0,3.3,6.0,0,0,4367.0,0,0
437,Undergraduate,Online,Engineering,28.0,8,6.0,2.67,2.63,3.0,2.7,3.5,3.0,3.0,1,0,3605.0,0,0
438,Graduate,Hybrid,Business,28.0,9,8.0,3.33,3.4,3.4,3.2,3.0,2.9,6.0,1,0,1527.0,0,1
439,Graduate,Online,Sciences,28.0,11,11.0,3.36,3.28,3.1,3.0,3.2,2.3,6.0,1,0,1552.0,0,1
440,Undergraduate,Online,Sciences,21.0,11,10.0,2.56,2.38,2.5,2.4,3.2,3.1,4.0,1,0,1362.0,0,0
441,Undergraduate,Online,Engineering,16.0,12,12.0,3.41,3.55,3.4,3.3,3.7,3.0,6.0,1,0,1764.0,1,0
442,Graduate,Online,Business,40.0,10,10.0,2.88,2.94,3.2,3.4,3.8,3.1,8.0,0,1,1720.0,0,1
443,Undergraduate,On-campus,Engineering,16.0,12,11.0,3.01,3.05,2.4,2.6,3.1,3.9,3.0,0,0,1515.0,0,0
444,Undergraduate,On-campus,Sciences,22.0,7,6.0,2.21,2.17,2.5,2.2,2.7,4.4,2.0,0,1,2267.0,0,0
445,Graduate,On-campus,Sciences,29.0,6,5.0,2.86,2.91,2.9,2.6,2.6,3.5,4.0,0,0,472.0,0,0
446,Graduate,On-campus,Health,27.0,15,13.0,3.88,4.0,3.9,3.5,3.1,3.8,4.0,0,0,4426.0,1,0
447,Graduate,Online,Sciences,19.0,13,11.0,3.44,3.34,3.2,2.9,3.3,3.3,6.0,1,0,2648.0,1,1
448,Graduate,Online,Health,38.0,6,5.0,2.92,3.0,4.0,4.3,4.0,3.7,5.0,1,0,3612.0,1,1
449,Undergraduate,Online,Business,19.0,7,6.0,2.66,2.69,3.1,3.1,3.2,2.8,6.0,1,0,1101.0,1,0
450,Undergraduate,Online,Education,22.0,15,12.0,3.18,3.15,2.8,3.1,3.7,2.8,5.0,1,1,2748.0,0,1
451,Graduate,Online,Business,31.0,11,11.0,3.67,3.42,3.4,2.9,3.3,2.9,4.0,1,0,1287.0,0,0
452,Undergraduate,Online,Health,23.0,6,5.0,2.51,2.51,2.5,2.6,3.4,2.3,3.0,1,0,3661.0,0,0
453,Undergraduate,On-campus,Health,18.0,15,13.0,3.51,3.61,3.1,3.2,3.2,3.6,2.0,1,1,0.0,1,1
454,Graduate,On-campus,Engineering,34.0,8,7.0,3.64,3.69,3.4,3.8,3.3,3.2,7.0,0,0,3644.0,0,1
455,Undergraduate,Hybrid,Sciences,14.0,12,9.0,2.94,2.72,3.1,3.0,3.3,3.3,6.0,0,0,3401.0,0,0
456,Undergraduate,Hybrid,Engineering,20.0,13,10.0,2.79,2.98,2.4,2.3,2.9,2.2,4.0,1,1,3195.0,0,0
457,Undergraduate,On-campus,Business,21.0,9,7.0,2.5,2.75,2.1,2.6,3.1,3.6,5.0,0,1,4673.0,0,1
458,Undergraduate,Online,Health,24.0,8,7.0,3.26,3.24,3.5,3.4,3.4,3.1,3.0,0,0,5828.0,0,1
459,Undergraduate,On-campus,Health,22.0,6,5.0,3.09,3.44,3.2,3.3,2.5,3.4,3.0,1,1,0.0,0,0
460,Undergraduate,On-campus,Health,18.0,14,12.0,2.62,2.5,2.5,2.6,3.2,4.0,3.0,0,0,6244.0,0,0
461,Undergraduate,Online,Engineering,19.0,15,12.0,3.29,3.1,2.3,1.8,4.0,2.9,5.0,1,0,1112.0,0,1
462,Undergraduate,Online,Engineering,23.0,11,10.0,2.99,2.84,2.7,2.7,4.1,3.3,4.0,1,1,4562.0,0,0
463,Graduate,Hybrid,Health,36.0,11,9.0,3.35,3.39,3.6,3.2,3.2,2.9,3.0,1,0,5836.0,0,1
464,Undergraduate,Online,Business,20.0,14,9.0,3.56,3.29,3.2,3.2,3.6,3.9,5.0,1,1,3787.0,0,1
465,Graduate,On-campus,Engineering,33.0,6,6.0,3.17,3.12,2.8,2.7,2.1,3.5,6.0,1,0,1214.0,0,1
466,Undergraduate,On-campus,Health,24.0,11,9.0,2.29,2.73,2.8,2.6,4.2,3.9,5.0,1,1,133.0,1,0
467,Undergraduate,Online,Business,20.0,10,8.0,2.38,2.15,2.8,3.0,4.1,3.4,7.0,0,0,2942.0,0,0
468,Graduate,Online,Health,22.0,11,8.0,2.96,2.88,3.7,3.7,3.8,3.7,7.0,0,0,4856.0,0,0
469,Undergraduate,Online,Sciences,29.0,13,10.0,2.77,2.61,2.9,2.6,3.5,3.3,7.0,0,1,1905.0,0,1
470,Graduate,Online,Engineering,27.0,10,9.0,3.09,3.05,2.9,2.6,2.6,2.7,6.0,0,0,1212.0,0,0
471,Undergraduate,Online,Education,16.0,7,7.0,2.62,2.57,3.5,3.8,3.6,3.4,6.0,0,0,5622.0,1,0
472,Graduate,Hybrid,Health,27.0,7,6.0,3.14,3.04,3.1,3.1,3.1,3.3,3.0,1,0,1599.0,0,1
473,Undergraduate,Online,Health,20.0,15,13.0,3.74,3.72,3.1,2.7,2.9,2.0,4.0,0,0,5372.0,1,0
474,Graduate,On-campus,Health,27.0,10,10.0,3.02,3.11,3.1,3.0,3.3,2.9,4.0,0,0,5157.0,0,0
475,Undergraduate,Online,Sciences,20.0,8,7.0,2.37,2.58,2.8,2.8,4.0,3.5,3.0,1,0,2796.0,0,0
476,Graduate,Hybrid,Sciences,30.0,15,13.0,3.51,3.47,2.8,2.4,3.2,3.8,4.0,1,1,3259.0,1,1
477,Undergraduate,Online,Sciences,27.0,8,6.0,3.27,3.27,3.4,3.2,3.6,3.2,2.0,0,0,6221.0,0,0
478,Undergraduate,Online,Business,24.0,13,13.0,2.98,3.05,3.1,3.4,3.7,3.5,7.0,1,0,3646.0,0,1
479,Graduate,Hybrid,Business,36.0,12,12.0,3.56,3.37,2.6,3.3,3.0,3.2,3.0,1,0,3687.0,1,0
480,Undergraduate,Hybrid,Business,18.0,6,5.0,3.47,3.45,2.8,2.9,3.4,3.2,6.0,1,1,2581.0,0,1
481,Undergraduate,Online,Engineering,19.0,10,8.0,3.7,3.62,4.3,3.9,4.1,3.1,9.0,0,0,3350.0,0,1
482,Undergraduate,Hybrid,Business,13.0,14,12.0,2.68,2.82,2.9,2.8,3.1,3.2,3.0,1,0,2962.0,0,0
483,Undergraduate,Online,Engineering,20.0,9,8.0,3.0,3.26,3.7,3.7,3.2,3.4,4.0,1,0,2814.0,1,0
484,Undergraduate,Online,Sciences,25.0,6,5.0,2.79,2.67,3.2,3.4,2.9,3.0,6.0,1,0,3234.0,1,0
485,Undergraduate,Online,Business,24.0,13,13.0,2.2,2.39,3.3,3.5,3.7,3.7,4.0,0,1,4000.0,0,0
486,Graduate,Online,Business,28.0,10,9.0,3.79,3.57,3.8,4.2,3.7,2.8,4.0,0,0,3314.0,1,0
487,Undergraduate,On-campus,Engineering,22.0,7,7.0,3.23,3.26,2.6,2.6,3.2,4.3,6.0,1,0,4209.0,0,0
488,Undergraduate,Online,Education,20.0,6,5.0,2.75,2.79,3.3,3.3,3.4,3.1,4.0,1,0,1709.0,0,1
489,Graduate,Online,Education,38.0,8,5.0,3.42,3.2,3.0,2.4,3.6,3.2,9.0,1,0,3091.0,0,0
490,Graduate,On-campus,Business,38.0,14,11.0,3.74,3.62,3.6,3.3,2.9,3.3,7.0,0,1,4273.0,1,0
491,Undergraduate,On-campus,Education,17.0,6,4.0,3.23,3.09,3.1,2.7,2.8,3.8,6.0,0,1,1925.0,1,1
492,Undergraduate,Online,Health,23.0,9,7.0,3.47,3.27,3.4,3.1,3.1,3.0,5.0,0,0,6343.0,0,0
493,Undergraduate,On-campus,Sciences,25.0,13,10.0,2.62,2.22,2.5,2.2,2.7,3.4,8.0,1,1,1938.0,0,0
494,Undergraduate,Online,Sciences,21.0,13,12.0,3.41,3.38,3.7,3.4,3.7,3.4,4.0,1,0,1010.0,1,1
495,Undergraduate,On-campus,Health,24.0,15,13.0,3.19,3.18,2.9,3.2,3.0,4.1,6.0,1,1,2001.0,1,0
496,Undergraduate,On-campus,Engineering,30.0,13,12.0,3.14,3.13,2.2,1.6,2.8,3.2,2.0,0,0,2538.0,0,1
497,Undergraduate,Hybrid,Sciences,22.0,15,13.0,2.42,2.53,2.0,1.9,2.6,3.5,9.0,0,0,3130.0,0,0
498,Undergraduate,Online,Sciences,23.0,13,11.0,2.44,2.15,2.4,2.7,3.8,3.7,6.0,0,0,3101.0,1,0
499,Graduate,Online,Engineering,25.0,9,9.0,2.48,2.42,3.3,3.2,3.9,2.5,3.0,0,1,3296.0,1,1
500,Graduate,Online,Health,32.0,13,12.0,2.51,2.89,3.3,3.7,3.1,2.9,6.0,0,0,6047.0,1,0
501,Undergraduate,Online,Engineering,23.0,14,12.0,3.66,3.79,3.7,3.5,3.5,3.7,8.0,1,0,2660.0,0,1
502,Undergraduate,Online,Sciences,23.0,12,10.0,2.68,2.81,3.2,3.7,3.1,3.3,3.0,1,0,2747.0,1,0
503,Undergraduate,Hybrid,Sciences,19.0,7,6.0,3.28,3.13,3.7,3.2,3.0,3.9,5.0,0,1,2784.0,1,0
504,Graduate,Online,Education,23.0,14,13.0,3.35,3.32,3.5,3.9,3.7,3.1,3.0,0,0,4425.0,0,1
505,Undergraduate,Online,Sciences,26.0,13,12.0,3.16,2.82,3.5,3.2,4.1,3.0,6.0,1,0,2450.0,1,1
506,Undergraduate,On-campus,Health,23.0,10,10.0,2.97,3.06,2.9,3.3,2.9,4.1,5.0,0,0,3874.0,1,0
507,Graduate,Online,Sciences,30.0,8,7.0,3.64,3.85,3.3,3.2,3.8,2.9,5.0,1,0,3561.0,0,1
508,Graduate,On-campus,Business,34.0,12,10.0,3.3,3.08,2.9,3.2,3.4,3.5,3.0,1,1,588.0,0,0
509,Graduate,Online,Sciences,25.0,7,6.0,3.7,3.53,4.4,4.8,3.4,3.4,6.0,1,0,4400.0,0,1
510,Graduate,Online,Education,30.0,8,7.0,3.61,3.61,3.1,2.9,4.0,3.5,4.0,0,0,0.0,0,0
511,Undergraduate,Online,Engineering,19.0,14,13.0,3.46,3.48,3.6,3.9,3.4,2.9,6.0,0,0,3860.0,0,0
512,Undergraduate,Online,Education,23.0,9,9.0,2.7,2.62,2.4,2.4,3.7,3.3,2.0,0,1,5538.0,0,0
513,Graduate,Hybrid,Sciences,30.0,9,8.0,3.44,3.32,3.0,2.6,2.9,3.1,3.0,1,0,4310.0,1,0
514,Graduate,Online,Sciences,33.0,8,8.0,2.71,2.59,3.4,3.6,3.7,2.5,7.0,1,0,2738.0,0,1
515,Undergraduate,On-campus,Sciences,23.0,10,10.0,2.85,2.84,2.1,1.8,3.3,3.4,3.0,0,0,2785.0,1,0
516,Undergraduate,Online,Sciences,23.0,8,7.0,3.25,3.34,3.7,3.5,4.0,2.5,9.0,1,0,2300.0,0,0
517,Undergraduate,Online,Education,18.0,14,13.0,2.83,2.82,3.9,3.6,4.2,2.9,6.0,0,0,7887.0,0,1
518,Graduate,Hybrid,Engineering,25.0,8,7.0,3.39,3.37,3.3,3.4,3.5,2.7,2.0,0,0,5063.0,0,0
519,Graduate,Online,Education,30.0,7,6.0,3.21,2.95,3.8,3.5,3.8,3.5,3.0,0,0,1449.0,0,0
520,Undergraduate,On-campus,Engineering,20.0,10,10.0,2.17,2.3,2.6,2.2,2.9,3.7,3.0,0,0,4124.0,0,0
521,Undergraduate,Hybrid,Engineering,17.0,11,10.0,3.14,3.13,3.4,3.1,2.2,3.8,7.0,1,1,1102.0,0,0
522,Undergraduate,On-campus,Business,22.0,6,5.0,2.39,2.32,2.8,2.6,3.6,3.2,6.0,0,0,2095.0,1,0
523,Graduate,Hybrid,Engineering,25.0,11,9.0,3.52,3.56,3.1,3.2,3.8,3.2,4.0,1,1,2724.0,1,0
524,Graduate,Online,Education,20.0,15,12.0,3.25,3.12,3.1,3.4,3.6,2.8,8.0,1,0,1045.0,1,0
525,Graduate,Online,Engineering,27.0,8,7.0,3.0,2.94,3.7,4.0,3.1,2.9,6.0,1,0,4822.0,1,0
526,Undergraduate,Online,Education,16.0,9,8.0,3.45,3.47,3.4,3.4,4.1,3.0,5.0,1,1,4012.0,0,1
527,Undergraduate,On-campus,Sciences,21.0,11,10.0,2.53,2.43,2.6,2.6,3.5,4.4,7.0,0,0,2906.0,0,1
528,Undergraduate,Hybrid,Health,21.0,13,12.0,2.67,2.42,2.8,2.7,2.3,3.3,3.0,0,1,2312.0,0,1
529,Undergraduate,Online,Sciences,24.0,14,14.0,3.19,2.92,3.4,3.5,3.6,3.1,6.0,1,0,3510.0,1,0
530,Graduate,On-campus,Business,35.0,11,9.0,3.31,3.38,2.6,2.9,3.2,4.0,6.0,1,0,4027.0,0,0
531,Graduate,Online,Engineering,38.0,12,9.0,3.3,3.3,3.3,3.3,2.9,3.5,6.0,1,0,2123.0,0,1
532,Graduate,On-campus,Health,32.0,10,10.0,3.6,3.59,3.3,3.5,2.7,3.6,5.0,0,1,4968.0,0,1
533,Graduate,Online,Engineering,36.0,14,11.0,2.84,2.67,2.6,2.2,3.9,3.5,6.0,0,1,5997.0,0,0
534,Undergraduate,Hybrid,Engineering,21.0,9,7.0,2.84,2.84,3.0,3.3,3.1,3.1,9.0,1,1,2495.0,0,0
535,Graduate,On-campus,Engineering,27.0,15,15.0,3.76,3.7,2.9,3.0,2.7,4.8,5.0,1,0,956.0,0,0
536,Graduate,Online,Education,16.0,11,11.0,2.89,2.8,3.3,3.0,3.2,3.7,5.0,1,0,3678.0,0,1
537,Graduate,Online,Engineering,36.0,10,9.0,3.89,3.88,4.5,4.8,3.0,3.0,8.0,1,0,2715.0,0,0
538,Undergraduate,Online,Engineering,21.0,6,5.0,3.31,3.35,3.3,2.9,3.5,3.5,5.0,0,0,3518.0,0,1
539,Undergraduate,Online,Health,19.0,10,9.0,2.69,2.95,2.6,1.9,3.8,3.4,4.0,1,1,3128.0,0,0
540,Undergraduate,Online,Education,26.0,10,8.0,3.64,3.72,3.6,3.9,4.0,3.3,3.0,1,0,4311.0,0,0
541,Graduate,Hybrid,Engineering,26.0,14,12.0,3.4,3.53,3.4,3.5,2.8,3.4,2.0,1,0,2779.0,1,0
542,Undergraduate,On-campus,Sciences,23.0,6,5.0,3.22,3.39,2.6,2.2,3.0,3.3,2.0,1,1,0.0,0,0
543,Undergraduate,On-campus,Education,26.0,10,8.0,3.03,2.92,2.2,2.3,3.3,3.4,6.0,1,0,2680.0,1,0
544,Undergraduate,Online,Engineering,19.0,12,10.0,2.13,2.08,2.4,2.8,3.9,3.9,2.0,0,0,4340.0,0,0
545,Undergraduate,Hybrid,Sciences,24.0,11,8.0,3.13,2.99,3.0,3.1,3.2,3.3,6.0,0,0,7879.0,0,0
546,Undergraduate,On-campus,Engineering,20.0,11,10.0,3.15,3.05,2.8,3.5,3.6,3.3,8.0,0,0,4194.0,0,1
547,Undergraduate,Online,Education,22.0,12,11.0,2.26,2.2,3.3,3.0,4.2,3.1,6.0,1,0,2243.0,0,1
548,Undergraduate,On-campus,Business,22.0,11,11.0,3.61,3.5,3.4,2.7,2.4,3.4,4.0,1,0,3535.0,0,0
549,Undergraduate,On-campus,Engineering,17.0,10,9.0,3.15,3.18,3.0,2.6,3.7,4.0,5.0,1,0,2050.0,0,0
550,Graduate,Online,Business,29.0,15,13.0,3.38,3.44,2.7,2.0,4.0,3.0,6.0,1,0,1471.0,0,0
551,Undergraduate,Online,Sciences,26.0,10,9.0,2.28,2.08,3.1,3.7,3.0,3.2,6.0,1,0,108.0,0,0
552,Graduate,Online,Education,35.0,14,13.0,2.9,2.85,3.9,3.9,3.7,2.9,6.0,1,0,1607.0,0,1
553,Undergraduate,Online,Business,22.0,13,12.0,3.44,3.39,3.8,4.4,3.8,4.1,7.0,1,0,0.0,1,0
554,Undergraduate,Hybrid,Business,23.0,15,14.0,2.34,2.12,2.4,2.3,2.7,3.5,7.0,1,1,2425.0,0,0
555,Graduate,Hybrid,Education,24.0,9,8.0,3.65,3.54,3.3,3.0,3.1,3.4,4.0,0,0,4324.0,1,0
556,Undergraduate,On-campus,Health,26.0,9,8.0,3.13,3.26,3.1,2.6,3.2,3.9,8.0,1,0,3545.0,1,0
557,Undergraduate,Online,Engineering,21.0,15,13.0,2.18,2.31,3.3,3.2,3.1,3.0,6.0,1,1,453.0,1,0
558,Undergraduate,Online,Business,23.0,10,8.0,2.41,2.17,2.6,2.9,3.4,3.8,0.0,1,0,342.0,0,0
559,Graduate,On-campus,Education,33.0,8,6.0,3.2,3.27,2.8,2.7,3.7,3.6,4.0,0,0,7086.0,0,0
560,Undergraduate,On-campus,Business,20.0,13,10.0,2.93,2.71,2.8,2.3,3.8,4.3,4.0,0,1,3382.0,1,0
561,Graduate,Online,Engineering,35.0,12,12.0,3.02,2.96,3.2,3.4,3.1,3.1,7.0,1,0,3550.0,0,1
562,Undergraduate,On-campus,Sciences,17.0,10,9.0,3.04,3.03,3.2,3.5,2.0,3.9,4.0,0,0,4199.0,0,0
563,Undergraduate,Hybrid,Education,27.0,15,13.0,3.92,4.0,3.6,3.4,3.6,3.3,6.0,1,0,3617.0,0,0
564,Undergraduate,Online,Business,21.0,8,7.0,3.15,3.12,2.7,2.5,4.2,3.3,2.0,0,0,4342.0,0,0
565,Undergraduate,Online,Business,21.0,10,9.0,3.48,3.33,3.2,2.7,3.9,2.5,3.0,0,0,2797.0,1,0
566,Undergraduate,On-campus,Health,16.0,8,8.0,2.9,2.72,2.6,2.8,3.0,3.2,6.0,0,0,4813.0,1,0
567,Undergraduate,Online,Business,21.0,15,14.0,3.05,3.08,2.3,2.2,3.1,3.8,2.0,0,0,4456.0,1,1
568,Undergraduate,Online,Health,19.0,10,10.0,3.26,3.16,3.7,2.9,3.7,2.7,7.0,1,1,0.0,0,1
569,Graduate,Online,Health,28.0,6,5.0,3.19,3.13,3.3,2.9,3.9,3.6,8.0,1,0,2942.0,0,0
570,Undergraduate,Online,Sciences,22.0,11,10.0,2.95,3.1,3.0,3.2,3.2,4.2,7.0,1,1,1419.0,0,0
571,Undergraduate,On-campus,Engineering,25.0,15,13.0,2.94,3.01,3.2,3.1,3.2,3.8,8.0,0,1,2500.0,0,0
572,Graduate,On-campus,Business,32.0,9,8.0,2.82,3.06,2.9,2.6,2.9,4.5,6.0,1,0,3963.0,0,0
573,Undergraduate,Online,Sciences,23.0,9,9.0,3.2,3.05,2.8,2.8,3.8,3.5,6.0,1,0,2392.0,0,1
574,Undergraduate,Hybrid,Sciences,19.0,13,12.0,2.56,2.45,3.0,2.7,2.3,3.3,6.0,1,0,2438.0,0,0
575,Graduate,Hybrid,Sciences,32.0,7,7.0,3.01,3.04,3.6,3.4,3.3,3.3,6.0,1,0,2634.0,0,1
576,Graduate,Hybrid,Engineering,35.0,9,8.0,3.02,3.29,3.0,2.9,3.0,3.1,4.0,0,0,3951.0,1,0
577,Undergraduate,Online,Engineering,20.0,7,6.0,2.58,2.46,3.0,3.5,4.2,3.1,7.0,1,1,1853.0,1,0
578,Graduate,Online,Business,32.0,6,6.0,3.4,3.41,3.4,3.9,3.6,3.0,6.0,1,0,4684.0,0,0
579,Undergraduate,Hybrid,Health,21.0,15,13.0,3.11,3.31,2.6,2.0,3.4,3.4,6.0,1,1,974.0,0,0
580,Undergraduate,On-campus,Business,22.0,8,7.0,3.9,3.91,3.4,3.4,2.7,4.5,5.0,0,0,1395.0,1,1
581,Undergraduate,Online,Business,25.0,13,12.0,2.96,3.11,2.8,2.4,3.4,3.8,5.0,1,0,2567.0,1,1
582,Graduate,Online,Sciences,31.0,11,9.0,3.1,3.39,3.2,2.9,3.7,3.3,6.0,1,0,1091.0,1,0
583,Undergraduate,Online,Engineering,22.0,12,11.0,3.19,3.23,3.4,2.8,3.4,3.4,5.0,0,0,2355.0,0,0
584,Undergraduate,Hybrid,Sciences,21.0,7,7.0,3.77,3.84,3.6,3.3,3.0,3.2,10.0,1,0,2476.0,0,0
585,Undergraduate,On-campus,Business,22.0,11,11.0,2.61,2.72,2.9,2.5,3.2,4.2,9.0,1,1,2412.0,0,0
586,Undergraduate,Online,Engineering,23.0,13,11.0,2.74,2.6,2.7,3.0,2.8,2.5,5.0,0,1,3239.0,0,0
587,Undergraduate,Online,Business,25.0,13,12.0,2.6,2.38,3.1,2.8,3.3,4.0,5.0,1,0,1815.0,0,0
588,Undergraduate,On-campus,Health,22.0,9,9.0,2.97,2.99,3.3,2.7,3.4,3.4,6.0,1,0,2199.0,1,0
589,Undergraduate,Hybrid,Education,24.0,11,9.0,2.49,2.4,2.3,2.3,2.9,3.0,4.0,1,0,2424.0,0,0
590,Undergraduate,Online,Engineering,27.0,10,8.0,2.33,2.49,3.6,3.5,4.4,2.7,5.0,1,1,1996.0,1,0
591,Undergraduate,On-campus,Sciences,23.0,14,13.0,2.12,2.17,2.1,2.0,3.1,3.7,4.0,1,0,0.0,0,0
592,Undergraduate,Hybrid,Engineering,23.0,13,12.0,2.09,2.25,3.2,3.4,2.4,2.9,4.0,0,0,5311.0,0,1
593,Undergraduate,Online,Business,17.0,7,6.0,3.23,3.05,2.9,3.3,3.7,3.7,5.0,0,0,1814.0,0,0
594,Undergraduate,On-campus,Business,14.0,12,9.0,2.73,2.88,2.7,2.6,2.7,3.9,6.0,1,1,993.0,0,0
595,Graduate,Online,Business,27.0,12,11.0,3.05,2.71,3.1,3.2,3.6,2.9,0.0,1,1,0.0,1,1
596,Undergraduate,On-campus,Health,22.0,6,5.0,2.71,2.54,2.2,2.1,2.9,3.2,1.0,1,0,2751.0,0,0
597,Undergraduate,On-campus,Engineering,20.0,6,4.0,2.73,2.82,3.0,3.2,2.9,3.3,3.0,0,0,2934.0,1,0
598,Undergraduate,On-campus,Business,23.0,9,7.0,2.55,2.47,3.0,2.6,3.5,3.2,6.0,1,0,2224.0,1,0
599,Undergraduate,On-campus,Engineering,22.0,10,9.0,3.61,3.55,3.5,3.7,2.5,3.5,4.0,1,0,1386.0,1,1
600,Undergraduate,Online,Health,25.0,9,8.0,3.54,3.56,3.4,3.5,3.3,2.9,10.0,0,1,1919.0,0,1
601,Undergraduate,Hybrid,Education,22.0,12,12.0,3.64,3.85,3.0,2.7,2.9,3.7,7.0,1,1,0.0,0,1
602,Undergraduate,On-campus,Business,20.0,8,6.0,3.01,2.72,3.3,4.0,3.6,3.4,9.0,1,0,1613.0,0,0
603,Undergraduate,Online,Engineering,25.0,12,12.0,3.11,3.3,3.3,2.9,3.4,3.4,7.0,1,1,185.0,0,0
604,Undergraduate,On-campus,Engineering,21.0,13,11.0,2.68,2.88,2.4,2.5,2.7,3.8,1.0,0,0,4779.0,1,0
605,Undergraduate,On-campus,Engineering,24.0,11,9.0,2.6,2.52,2.8,2.5,3.2,2.9,3.0,1,1,5121.0,0,1
606,Undergraduate,Online,Engineering,21.0,11,8.0,2.92,2.82,2.5,2.7,3.1,3.5,4.0,1,1,4745.0,1,0
607,Undergraduate,Hybrid,Sciences,20.0,13,12.0,3.23,3.21,3.2,3.8,2.8,2.5,3.0,1,0,2378.0,1,0
608,Undergraduate,Hybrid,Engineering,22.0,13,10.0,3.39,3.28,3.5,3.7,3.4,2.9,8.0,0,0,2813.0,1,0
609,Undergraduate,Online,Sciences,22.0,12,11.0,2.75,2.8,3.0,3.0,2.4,3.5,5.0,1,0,0.0,0,0
610,Undergraduate,Hybrid,Sciences,23.0,11,8.0,2.41,2.48,3.0,3.3,2.7,3.2,5.0,1,1,1372.0,0,0
611,Undergraduate,Online,Business,21.0,11,8.0,3.2,2.97,3.6,3.4,3.2,3.1,8.0,0,1,2132.0,0,0
612,Graduate,Online,Education,23.0,15,12.0,2.87,2.73,3.2,3.3,4.1,2.5,9.0,1,0,1394.0,1,0
613,Undergraduate,Online,Engineering,21.0,11,9.0,2.92,2.74,3.9,3.9,3.7,3.6,5.0,1,1,0.0,0,0
614,Undergraduate,Hybrid,Health,24.0,13,12.0,3.01,3.04,3.5,3.1,3.1,3.4,3.0,1,1,3054.0,0,0
615,Graduate,On-campus,Engineering,33.0,6,6.0,3.78,3.91,3.5,4.0,3.1,3.3,3.0,1,0,3264.0,0,0
616,Graduate,Online,Education,34.0,10,8.0,3.16,3.0,3.4,3.8,3.5,2.8,8.0,1,0,1127.0,0,1
